tile_name,expected_bytes,actual_bytes,path,status,download_url
USGS_LPC_OR_WesternWildfires_A22_s04410w13920.laz,5849429,5849429,F:\LIDAR\oregon\probe_lidar\tillamook_probe\USGS_LPC_OR_WesternWildfires_A22\USGS_LPC_OR_WesternWildfires_A22_s04410w13920.laz,OK,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04410w13920.laz
USGS_LPC_OR_WesternWildfires_A22_s05250w13320.laz,141753650,141753650,F:\LIDAR\oregon\lidar_tiles\tillamook_expansion_100\USGS_LPC_OR_WesternWildfires_A22_s05250w13320.laz,OK,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05250w13320.laz
USGS_LPC_OR_WesternWildfires_A22_s05310w14340.laz,172872849,172872849,F:\LIDAR\oregon\lidar_tiles\tillamook_expansion_100\USGS_LPC_OR_WesternWildfires_A22_s05310w14340.laz,OK,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05310w14340.laz
USGS_LPC_OR_WesternWildfires_A22_s04860w14220.laz,214910213,214910213,F:\LIDAR\oregon\lidar_tiles\tillamook_expansion_100\USGS_LPC_OR_WesternWildfires_A22_s04860w14220.laz,OK,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04860w14220.laz
USGS_LPC_OR_WesternWildfires_A22_s04830w13950.laz,218214580,218214580,F:\LIDAR\oregon\lidar_tiles\tillamook_expansion_100\USGS_LPC_OR_WesternWildfires_A22_s04830w13950.laz,OK,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04830w13950.laz
USGS_LPC_OR_WesternWildfires_A22_s04770w14370.laz,211853777,211853777,F:\LIDAR\oregon\lidar_tiles\tillamook_expansion_100\USGS_LPC_OR_WesternWildfires_A22_s04770w14370.laz,OK,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04770w14370.laz
USGS_LPC_OR_WesternWildfires_A22_s05070w14400.laz,193248775,193248775,F:\LIDAR\oregon\lidar_tiles\tillamook_expansion_100\USGS_LPC_OR_WesternWildfires_A22_s05070w14400.laz,OK,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05070w14400.laz
USGS_LPC_OR_WesternWildfires_A22_s04560w14520.laz,42130654,42130654,F:\LIDAR\oregon\lidar_tiles\tillamook_expansion_100\USGS_LPC_OR_WesternWildfires_A22_s04560w14520.laz,OK,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04560w14520.laz
USGS_LPC_OR_WesternWildfires_A22_s04980w13440.laz,188224554,188224554,F:\LIDAR\oregon\lidar_tiles\tillamook_expansion_100\USGS_LPC_OR_WesternWildfires_A22_s04980w13440.laz,OK,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04980w13440.laz
USGS_LPC_OR_WesternWildfires_A22_s04950w14070.laz,207780916,207780916,F:\LIDAR\oregon\lidar_tiles\tillamook_expansion_100\USGS_LPC_OR_WesternWildfires_A22_s04950w14070.laz,OK,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04950w14070.laz
USGS_LPC_OR_WesternWildfires_A22_s05310w14430.laz,168407909,168407909,F:\LIDAR\oregon\lidar_tiles\tillamook_expansion_100\USGS_LPC_OR_WesternWildfires_A22_s05310w14430.laz,OK,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05310w14430.laz
USGS_LPC_OR_WesternWildfires_A22_s05190w14280.laz,188865111,188865111,F:\LIDAR\oregon\lidar_tiles\tillamook_expansion_100\USGS_LPC_OR_WesternWildfires_A22_s05190w14280.laz,OK,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05190w14280.laz
USGS_LPC_OR_WesternWildfires_A22_s04800w14460.laz,172965048,172965048,F:\LIDAR\oregon\lidar_tiles\tillamook_expansion_100\USGS_LPC_OR_WesternWildfires_A22_s04800w14460.laz,OK,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04800w14460.laz
USGS_LPC_OR_WesternWildfires_A22_s05250w14310.laz,167988833,167988833,F:\LIDAR\oregon\lidar_tiles\tillamook_expansion_100\USGS_LPC_OR_WesternWildfires_A22_s05250w14310.laz,OK,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05250w14310.laz
USGS_LPC_OR_WesternWildfires_A22_s05310w14370.laz,213809788,213809788,F:\LIDAR\oregon\lidar_tiles\tillamook_expansion_100\USGS_LPC_OR_WesternWildfires_A22_s05310w14370.laz,OK,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05310w14370.laz
USGS_LPC_OR_WesternWildfires_A22_s04860w13440.laz,1078266,1078266,F:\LIDAR\oregon\lidar_tiles\tillamook_expansion_100\USGS_LPC_OR_WesternWildfires_A22_s04860w13440.laz,OK,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04860w13440.laz
USGS_LPC_OR_WesternWildfires_A22_s04530w14040.laz,211089790,211089790,F:\LIDAR\oregon\lidar_tiles\tillamook_expansion_100\USGS_LPC_OR_WesternWildfires_A22_s04530w14040.laz,OK,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04530w14040.laz
USGS_LPC_OR_WesternWildfires_A22_s05280w14340.laz,178940854,178940854,F:\LIDAR\oregon\lidar_tiles\tillamook_expansion_100\USGS_LPC_OR_WesternWildfires_A22_s05280w14340.laz,OK,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05280w14340.laz
USGS_LPC_OR_WesternWildfires_A22_s04470w14010.laz,187215933,187215933,F:\LIDAR\oregon\lidar_tiles\tillamook_expansion_100\USGS_LPC_OR_WesternWildfires_A22_s04470w14010.laz,OK,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04470w14010.laz
USGS_LPC_OR_WesternWildfires_A22_s05310w13950.laz,212083396,212083396,F:\LIDAR\oregon\lidar_tiles\tillamook_expansion_100\USGS_LPC_OR_WesternWildfires_A22_s05310w13950.laz,OK,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05310w13950.laz
USGS_LPC_OR_WesternWildfires_A22_s05310w14250.laz,144110699,144110699,F:\LIDAR\oregon\lidar_tiles\tillamook_expansion_100\USGS_LPC_OR_WesternWildfires_A22_s05310w14250.laz,OK,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05310w14250.laz
USGS_LPC_OR_WesternWildfires_A22_s04830w13830.laz,176956288,176956288,F:\LIDAR\oregon\lidar_tiles\tillamook_expansion_100\USGS_LPC_OR_WesternWildfires_A22_s04830w13830.laz,OK,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04830w13830.laz
USGS_LPC_OR_WesternWildfires_A22_s04710w13950.laz,185420274,185420274,F:\LIDAR\oregon\lidar_tiles\tillamook_expansion_100\USGS_LPC_OR_WesternWildfires_A22_s04710w13950.laz,OK,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04710w13950.laz
USGS_LPC_OR_WesternWildfires_A22_s05310w14400.laz,184839969,184839969,F:\LIDAR\oregon\lidar_tiles\tillamook_expansion_100\USGS_LPC_OR_WesternWildfires_A22_s05310w14400.laz,OK,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05310w14400.laz
USGS_LPC_OR_WesternWildfires_A22_s05130w13320.laz,123673056,123673056,F:\LIDAR\oregon\lidar_tiles\tillamook_expansion_100\USGS_LPC_OR_WesternWildfires_A22_s05130w13320.laz,OK,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05130w13320.laz
USGS_LPC_OR_WesternWildfires_A22_s04530w14160.laz,185887026,185887026,F:\LIDAR\oregon\lidar_tiles\tillamook_expansion_100\USGS_LPC_OR_WesternWildfires_A22_s04530w14160.laz,OK,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04530w14160.laz
USGS_LPC_OR_WesternWildfires_A22_s05280w14370.laz,109613788,109613788,F:\LIDAR\oregon\lidar_tiles\tillamook_expansion_100\USGS_LPC_OR_WesternWildfires_A22_s05280w14370.laz,OK,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05280w14370.laz
USGS_LPC_OR_WesternWildfires_A22_s05250w14340.laz,191355092,191355092,F:\LIDAR\oregon\lidar_tiles\tillamook_expansion_100\USGS_LPC_OR_WesternWildfires_A22_s05250w14340.laz,OK,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05250w14340.laz
USGS_LPC_OR_WesternWildfires_A22_s04800w14520.laz,161415555,161415555,F:\LIDAR\oregon\lidar_tiles\tillamook_expansion_100\USGS_LPC_OR_WesternWildfires_A22_s04800w14520.laz,OK,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04800w14520.laz
USGS_LPC_OR_WesternWildfires_A22_s04500w14010.laz,186213976,186213976,F:\LIDAR\oregon\lidar_tiles\tillamook_expansion_100\USGS_LPC_OR_WesternWildfires_A22_s04500w14010.laz,OK,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04500w14010.laz
USGS_LPC_OR_WesternWildfires_A22_s05160w14370.laz,185830850,185830850,F:\LIDAR\oregon\lidar_tiles\tillamook_expansion_100\USGS_LPC_OR_WesternWildfires_A22_s05160w14370.laz,OK,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05160w14370.laz
USGS_LPC_OR_WesternWildfires_A22_s04620w13980.laz,232301458,232301458,F:\LIDAR\oregon\lidar_tiles\tillamook_expansion_100\USGS_LPC_OR_WesternWildfires_A22_s04620w13980.laz,OK,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04620w13980.laz
USGS_LPC_OR_WesternWildfires_A22_s04830w14490.laz,139646135,139646135,F:\LIDAR\oregon\lidar_tiles\tillamook_expansion_100\USGS_LPC_OR_WesternWildfires_A22_s04830w14490.laz,OK,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04830w14490.laz
USGS_LPC_OR_WesternWildfires_A22_s04410w13950.laz,95947838,95947838,F:\LIDAR\oregon\lidar_tiles\tillamook_expansion_100\USGS_LPC_OR_WesternWildfires_A22_s04410w13950.laz,OK,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04410w13950.laz
USGS_LPC_OR_WesternWildfires_A22_s05310w14460.laz,186597083,186597083,F:\LIDAR\oregon\lidar_tiles\tillamook_expansion_100\USGS_LPC_OR_WesternWildfires_A22_s05310w14460.laz,OK,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05310w14460.laz
USGS_LPC_OR_WesternWildfires_A22_s05280w13890.laz,211528807,211528807,F:\LIDAR\oregon\lidar_tiles\tillamook_expansion_100\USGS_LPC_OR_WesternWildfires_A22_s05280w13890.laz,OK,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05280w13890.laz
USGS_LPC_OR_WesternWildfires_A22_s05280w13470.laz,162461227,162461227,F:\LIDAR\oregon\lidar_tiles\tillamook_expansion_100\USGS_LPC_OR_WesternWildfires_A22_s05280w13470.laz,OK,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05280w13470.laz
