tile_name,expected_bytes,actual_bytes,path,status,download_url
USGS_LPC_OR_WesternWildfires_A22_s04560w13920.laz,131162455,131162455,F:\LIDAR\oregon\lidar_tiles\tillamook_expansion_100\USGS_LPC_OR_WesternWildfires_A22_s04560w13920.laz,OK,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04560w13920.laz
USGS_LPC_OR_WesternWildfires_A22_s04710w13770.laz,156609687,156609687,F:\LIDAR\oregon\lidar_tiles\tillamook_expansion_100\USGS_LPC_OR_WesternWildfires_A22_s04710w13770.laz,OK,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04710w13770.laz
USGS_LPC_OR_WesternWildfires_A22_s04860w13740.laz,163423242,163423242,F:\LIDAR\oregon\lidar_tiles\tillamook_expansion_100\USGS_LPC_OR_WesternWildfires_A22_s04860w13740.laz,OK,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04860w13740.laz
USGS_LPC_OR_WesternWildfires_A22_s04470w13920.laz,106613644,106613644,F:\LIDAR\oregon\lidar_tiles\tillamook_expansion_100\USGS_LPC_OR_WesternWildfires_A22_s04470w13920.laz,OK,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04470w13920.laz
USGS_LPC_OR_WesternWildfires_A22_s04830w13710.laz,164184221,164184221,F:\LIDAR\oregon\lidar_tiles\tillamook_expansion_100\USGS_LPC_OR_WesternWildfires_A22_s04830w13710.laz,OK,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04830w13710.laz
USGS_LPC_OR_WesternWildfires_A22_s05280w14190.laz,213071990,213071990,F:\LIDAR\oregon\probe_lidar\tillamook_probe\USGS_LPC_OR_WesternWildfires_A22\USGS_LPC_OR_WesternWildfires_A22_s05280w14190.laz,OK,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05280w14190.laz
USGS_LPC_OR_WesternWildfires_A22_s04620w13860.laz,197234036,197234036,F:\LIDAR\oregon\lidar_tiles\tillamook_expansion_100\USGS_LPC_OR_WesternWildfires_A22_s04620w13860.laz,OK,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04620w13860.laz
USGS_LPC_OR_WesternWildfires_A22_s05310w14100.laz,134672603,134672603,F:\LIDAR\oregon\probe_lidar\tillamook_probe\USGS_LPC_OR_WesternWildfires_A22\USGS_LPC_OR_WesternWildfires_A22_s05310w14100.laz,OK,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05310w14100.laz
USGS_LPC_OR_WesternWildfires_A22_s04530w14280.laz,159799868,159799868,F:\LIDAR\oregon\lidar_tiles\tillamook_expansion_100\USGS_LPC_OR_WesternWildfires_A22_s04530w14280.laz,OK,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04530w14280.laz
USGS_LPC_OR_WesternWildfires_A22_s05130w13560.laz,132014949,132014949,F:\LIDAR\oregon\lidar_tiles\tillamook_expansion_100\USGS_LPC_OR_WesternWildfires_A22_s05130w13560.laz,OK,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05130w13560.laz
USGS_LPC_OR_WesternWildfires_A22_s04980w13800.laz,146971187,146971187,F:\LIDAR\oregon\lidar_tiles\tillamook_expansion_100\USGS_LPC_OR_WesternWildfires_A22_s04980w13800.laz,OK,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04980w13800.laz
USGS_LPC_OR_WesternWildfires_A22_s04830w13590.laz,135428208,135428208,F:\LIDAR\oregon\lidar_tiles\tillamook_expansion_100\USGS_LPC_OR_WesternWildfires_A22_s04830w13590.laz,OK,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04830w13590.laz
USGS_LPC_OR_WesternWildfires_A22_s05190w14010.laz,142833696,142833696,F:\LIDAR\oregon\lidar_tiles\tillamook_expansion_100\USGS_LPC_OR_WesternWildfires_A22_s05190w14010.laz,OK,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05190w14010.laz
USGS_LPC_OR_WesternWildfires_A22_s04470w14160.laz,132001372,132001372,F:\LIDAR\oregon\lidar_tiles\tillamook_expansion_100\USGS_LPC_OR_WesternWildfires_A22_s04470w14160.laz,OK,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04470w14160.laz
USGS_LPC_OR_WesternWildfires_A22_s05310w14520.laz,217778127,217778127,F:\LIDAR\oregon\probe_lidar\tillamook_probe\USGS_LPC_OR_WesternWildfires_A22\USGS_LPC_OR_WesternWildfires_A22_s05310w14520.laz,OK,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05310w14520.laz
USGS_LPC_OR_WesternWildfires_A22_s05310w13800.laz,203939964,203939964,F:\LIDAR\oregon\probe_lidar\tillamook_probe\USGS_LPC_OR_WesternWildfires_A22\USGS_LPC_OR_WesternWildfires_A22_s05310w13800.laz,OK,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05310w13800.laz
USGS_LPC_OR_WesternWildfires_A22_s04800w14550.laz,150410510,150410510,F:\LIDAR\oregon\lidar_tiles\tillamook_expansion_100\USGS_LPC_OR_WesternWildfires_A22_s04800w14550.laz,OK,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04800w14550.laz
