selection_rank,tile_name,selection_category,already_downloaded,size_bytes,size_gb,download_url,new_positive_polygon_count,positive_polygon_count,high_confidence_polygon_count,moderate_confidence_polygon_count,positive_intersection_m2,new_positive_intersection_m2,min_distance_to_existing_train_km,probe_accepted_patches_2m,probe_positive_patches_2m,probe_negative_patches_2m,probe_retained_polygon_count_2m,static_score,selection_reason,bbox_west,bbox_south,bbox_east,bbox_north
,USGS_LPC_OR_WesternWildfires_A22_s05220w14490.laz,hard_negative,False,190996845,0.190997,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05220w14490.laz,0,0,0,0,0.0,0.0,3.755,,,,,7.7548,,-123.5931828075,45.6842106054,-123.5810121883,45.6927404645
,USGS_LPC_OR_WesternWildfires_A22_s04920w14070.laz,hard_negative,False,196520512,0.196521,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04920w14070.laz,0,0,0,0,0.0,0.0,3.755,,,,,7.7547,,-123.704066764,45.5659670475,-123.6919058972,45.5745081881
,USGS_LPC_OR_WesternWildfires_A22_s04830w14340.laz,hard_negative,False,213633168,0.213633,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04830w14340.laz,0,0,0,0,0.0,0.0,3.755,,,,,7.7546,,-123.7433463269,45.6389830876,-123.7311646562,45.6475276369
,USGS_LPC_OR_WesternWildfires_A22_s04710w13980.laz,hard_negative,False,206535722,0.206536,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04710w13980.laz,0,0,0,0,0.0,0.0,3.755,,,,,7.7546,,-123.7845965658,45.5390302567,-123.7724303545,45.5475792744
,USGS_LPC_OR_WesternWildfires_A22_s04680w13920.laz,hard_negative,False,145016191,0.145016,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04680w13920.laz,0,0,0,0,0.0,0.0,3.755,,,,,7.7546,,-123.7953564261,45.5222595158,-123.7831922787,45.5308096494
,USGS_LPC_OR_WesternWildfires_A22_s04620w14190.laz,hard_negative,False,196805578,0.196806,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04620w14190.laz,0,0,0,0,0.0,0.0,3.754,,,,,7.7545,,-123.8230110511,45.5955801275,-123.8108276448,45.6041325553
,USGS_LPC_OR_WesternWildfires_A22_s04710w14340.laz,hard_negative,False,211618314,0.211618,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04710w14340.laz,0,0,0,0,0.0,0.0,3.754,,,,,7.7543,,-123.7902257572,45.6376743084,-123.7780379379,45.6462233712
,USGS_LPC_OR_WesternWildfires_A22_s04500w14340.laz,positive_diversity,False,18637643,0.018638,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04500w14340.laz,0,1,1,2,13603.645,0.0,1.249,,,,,7.7489,,-123.8632639104,45.6375203086,-123.8601732439,45.64389573
,USGS_LPC_OR_WesternWildfires_A22_s05130w13890.laz,positive_diversity,False,184745905,0.184746,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05130w13890.laz,0,1,1,2,18302.075,0.0,1.246,,,,,7.7464,,-123.6194551514,45.5188576266,-123.6073157997,45.5273908521
,USGS_LPC_OR_WesternWildfires_A22_s04560w13830.laz,positive_diversity,False,74817412,0.074817,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04560w13830.laz,0,1,1,2,40346.388,0.0,1.244,,,,,7.7438,,-123.8407114024,45.4962683512,-123.8285465337,45.5048229649
,USGS_LPC_OR_WesternWildfires_A22_s05220w13890.laz,hard_negative,False,170702374,0.170702,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05220w13890.laz,0,0,0,0,0.0,0.0,3.702,,,,,7.7024,,-123.5843653505,45.5197897592,-123.5722306128,45.5283195993
,USGS_LPC_OR_WesternWildfires_A22_s04950w13620.laz,hard_negative,False,221171930,0.221172,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04950w13620.laz,0,0,0,0,0.0,0.0,3.702,,,,,7.7016,,-123.6855452431,45.4429705909,-123.6734127893,45.4515105395
,USGS_LPC_OR_WesternWildfires_A22_s04980w14010.laz,hard_negative,False,173468210,0.173468,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04980w14010.laz,0,0,0,0,0.0,0.0,3.702,,,,,7.7015,,-123.6797483541,45.5501647543,-123.6675941501,45.5587036326
,USGS_LPC_OR_WesternWildfires_A22_s05130w14340.laz,hard_negative,False,195322276,0.195322,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05130w14340.laz,0,0,0,0,0.0,0.0,3.701,,,,,7.7013,,-123.6261385602,45.6421729006,-123.6139722983,45.6507061536
,USGS_LPC_OR_WesternWildfires_A22_s04980w13980.laz,hard_negative,False,156745418,0.156745,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04980w13980.laz,0,0,0,0,0.0,0.0,3.701,,,,,7.7013,,-123.6792949751,45.5419437887,-123.667142565,45.5504826638
,USGS_LPC_OR_WesternWildfires_A22_s04920w14490.laz,hard_negative,False,177147612,0.177148,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04920w14490.laz,0,0,0,0,0.0,0.0,3.701,,,,,7.7007,,-123.710478051,45.6810538217,-123.6982919861,45.6895949903
,USGS_LPC_OR_WesternWildfires_A22_s04920w14430.laz,hard_negative,False,207132829,0.207133,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04920w14430.laz,0,0,0,0,0.0,0.0,3.7,,,,,7.7004,,-123.7095605832,45.6646133627,-123.6973781245,45.6731545292
,USGS_LPC_OR_WesternWildfires_A22_s04830w13980.laz,hard_negative,False,203883474,0.203883,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04830w13980.laz,0,0,0,0,0.0,0.0,3.699,,,,,7.6995,,-123.7377971729,45.5403368738,-123.7256370902,45.5488813854
,USGS_LPC_OR_WesternWildfires_A22_s04710w14280.laz,hard_negative,False,231299214,0.231299,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04710w14280.laz,0,0,0,0,0.0,0.0,3.699,,,,,7.6989,,-123.7892862198,45.6212340499,-123.7771020072,45.6297831069
,USGS_LPC_OR_WesternWildfires_A22_s04770w13830.laz,hard_negative,False,225526148,0.225526,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04770w13830.laz,0,0,0,0,0.0,0.0,3.699,,,,,7.6988,,-123.7588739495,45.4985820335,-123.7467197781,45.5071287742
,USGS_LPC_OR_WesternWildfires_A22_s04620w14070.laz,hard_negative,False,208127054,0.208127,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04620w14070.laz,0,0,0,0,0.0,0.0,3.699,,,,,7.6986,,-123.821115189,45.5626991551,-123.8089389883,45.5712515653
,USGS_LPC_OR_WesternWildfires_A22_s04710w14460.laz,hard_negative,False,193027370,0.193027,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04710w14460.laz,0,0,0,0,0.0,0.0,3.698,,,,,7.6978,,-123.7921064422,45.6705543141,-123.7799114033,45.6791033865
,USGS_LPC_OR_WesternWildfires_A22_s04620w14250.laz,hard_negative,False,219955376,0.219955,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04620w14250.laz,0,0,0,0,0.0,0.0,3.698,,,,,7.6976,,-123.8239597936,45.6120203646,-123.8117727814,45.6205728002
,USGS_LPC_OR_WesternWildfires_A22_s04590w14550.laz,positive_diversity,False,90443092,0.090443,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04590w14550.laz,0,1,0,2,16173.95,0.0,3.655,,,,,7.6545,,-123.8399725916,45.6938984329,-123.8282358481,45.7024386263
,USGS_LPC_OR_WesternWildfires_A22_s04980w13410.laz,hard_negative,False,159509753,0.15951,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04980w13410.laz,0,0,0,0,0.0,0.0,3.654,,,,,7.6537,,-123.6707052596,45.3857379726,-123.6585868353,45.3942767537
,USGS_LPC_OR_WesternWildfires_A22_s05220w13800.laz,hard_negative,False,195388175,0.195388,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05220w13800.laz,0,0,0,0,0.0,0.0,3.654,,,,,7.6536,,-123.5830470639,45.4951252255,-123.5709176902,45.5036550571
,USGS_LPC_OR_WesternWildfires_A22_s05160w14220.laz,hard_negative,False,171747310,0.171747,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05160w14220.laz,0,0,0,0,0.0,0.0,3.653,,,,,7.6535,,-123.6126387151,45.6096020914,-123.600481183,45.6181342108
,USGS_LPC_OR_WesternWildfires_A22_s04890w13860.laz,hard_negative,False,175511738,0.175512,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04890w13860.laz,0,0,0,0,0.0,0.0,3.653,,,,,7.6535,,-123.7125644929,45.5080994194,-123.7004146534,45.5166416604
,USGS_LPC_OR_WesternWildfires_A22_s04980w14100.laz,hard_negative,False,205078312,0.205078,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04980w14100.laz,0,0,0,0,0.0,0.0,3.653,,,,,7.6534,,-123.681109267,45.5748274069,-123.6689496778,45.5833662941
,USGS_LPC_OR_WesternWildfires_A22_s04950w14130.laz,hard_negative,False,179733989,0.179734,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04950w14130.laz,0,0,0,0,0.0,0.0,3.653,,,,,7.6533,,-123.6932721941,45.5827289493,-123.6811092711,45.5912689676
,USGS_LPC_OR_WesternWildfires_A22_s05130w14250.laz,hard_negative,False,191500583,0.191501,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05130w14250.laz,0,0,0,0,0.0,0.0,3.653,,,,,7.6533,,-123.6247995895,45.6175105904,-123.6126387191,45.6260438409
,USGS_LPC_OR_WesternWildfires_A22_s04740w13980.laz,hard_negative,False,189597056,0.189597,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04740w13980.laz,0,0,0,0,0.0,0.0,3.653,,,,,7.6533,,-123.7728969205,45.5393586679,-123.7607322367,45.5479065595
,USGS_LPC_OR_WesternWildfires_A22_s04920w14100.laz,hard_negative,False,214881281,0.214881,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04920w14100.laz,0,0,0,0,0.0,0.0,3.653,,,,,7.6533,,-123.7045238642,45.5741878028,-123.692361201,45.5827289464
,USGS_LPC_OR_WesternWildfires_A22_s04800w14280.laz,hard_negative,False,203211538,0.203212,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04800w14280.laz,0,0,0,0,0.0,0.0,3.653,,,,,7.6533,,-123.7541368654,45.6222171233,-123.7419572609,45.6307627964
,USGS_LPC_OR_WesternWildfires_A22_s05220w14520.laz,hard_negative,False,213503269,0.213503,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05220w14520.laz,0,0,0,0,0.0,0.0,3.653,,,,,7.6532,,-123.5936250032,45.6924312051,-123.5814525845,45.7009610633
,USGS_LPC_OR_WesternWildfires_A22_s04830w14310.laz,hard_negative,False,226517730,0.226518,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04830w14310.laz,0,0,0,0,0.0,0.0,3.653,,,,,7.6532,,-123.7428831713,45.6307627992,-123.7307033026,45.6393073463
,USGS_LPC_OR_WesternWildfires_A22_s04710w14370.laz,hard_negative,False,223136412,0.223136,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04710w14370.laz,0,0,0,0,0.0,0.0,3.653,,,,,7.653,,-123.7906957271,45.645894374,-123.7785061037,45.6544434394
,USGS_LPC_OR_WesternWildfires_A22_s05160w13380.laz,hard_negative,False,137177543,0.137178,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05160w13380.laz,0,0,0,0,0.0,0.0,3.619,,,,,7.6193,,-123.6002468114,45.3794006707,-123.5881393451,45.387932694
,USGS_LPC_OR_WesternWildfires_A22_s05220w13830.laz,hard_negative,False,217182075,0.217182,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05220w13830.laz,0,0,0,0,0.0,0.0,3.619,,,,,7.6188,,-123.5834863676,45.5033467763,-123.5713552065,45.5118766108
,USGS_LPC_OR_WesternWildfires_A22_s05130w14220.laz,hard_negative,False,191262204,0.191262,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05130w14220.laz,0,0,0,0,0.0,0.0,3.619,,,,,7.6188,,-123.6243535206,45.6092897363,-123.6121944464,45.6178229857
,USGS_LPC_OR_WesternWildfires_A22_s05010w13530.laz,hard_negative,False,147483945,0.147484,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05010w13530.laz,0,0,0,0,0.0,0.0,3.619,,,,,7.6187,,-123.6608338565,45.4189417746,-123.6487098231,45.4274794522
,USGS_LPC_OR_WesternWildfires_A22_s04980w14070.laz,hard_negative,False,195312909,0.195313,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04980w14070.laz,0,0,0,0,0.0,0.0,3.618,,,,,7.6182,,-123.6806555,45.5666065635,-123.6684977064,45.575145448
,USGS_LPC_OR_WesternWildfires_A22_s05130w14280.laz,hard_negative,False,167584190,0.167584,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05130w14280.laz,0,0,0,0,0.0,0.0,3.618,,,,,7.6181,,-123.6252457857,45.6257314026,-123.6130831187,45.6342646541
,USGS_LPC_OR_WesternWildfires_A22_s04980w14130.laz,hard_negative,False,199864938,0.199865,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04980w14130.laz,0,0,0,0,0.0,0.0,3.618,,,,,7.618,,-123.6815631634,45.5830482093,-123.6694017781,45.5915870991
,USGS_LPC_OR_WesternWildfires_A22_s04890w13830.laz,hard_negative,False,188784609,0.188785,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04890w13830.laz,0,0,0,0,0.0,0.0,3.618,,,,,7.6179,,-123.712106771,45.4998783861,-123.6999587241,45.5084206225
,USGS_LPC_OR_WesternWildfires_A22_s04920w14550.laz,hard_negative,False,131468488,0.131468,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04920w14550.laz,0,0,0,0,0.0,0.0,3.618,,,,,7.6176,,-123.7113960432,45.6974941075,-123.6992063701,45.7060352774
,USGS_LPC_OR_WesternWildfires_A22_s04830w14280.laz,hard_negative,False,195435516,0.195436,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04830w14280.laz,0,0,0,0,0.0,0.0,3.617,,,,,7.6174,,-123.742420148,45.6225424686,-123.7302420807,45.6310870133
,USGS_LPC_OR_WesternWildfires_A22_s04920w14130.laz,hard_negative,False,204275274,0.204275,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04920w14130.laz,0,0,0,0,0.0,0.0,3.617,,,,,7.6172,,-123.7049810948,45.582408517,-123.6928166346,45.5909496636
,USGS_LPC_OR_WesternWildfires_A22_s04770w13980.laz,hard_negative,False,206956174,0.206956,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04770w13980.laz,0,0,0,0,0.0,0.0,3.617,,,,,7.6171,,-123.7611971344,45.5396859079,-123.7490339863,45.548232673
,USGS_LPC_OR_WesternWildfires_A22_s04770w14280.laz,hard_negative,False,225075290,0.225075,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04770w14280.laz,0,0,0,0,0.0,0.0,3.617,,,,,7.617,,-123.7658534501,45.6218906052,-123.753672309,45.6304374064
,USGS_LPC_OR_WesternWildfires_A22_s04620w13920.laz,hard_negative,False,153759239,0.153759,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04620w13920.laz,0,0,0,0,0.0,0.0,3.616,,,,,7.6165,,-123.8187483997,45.5215970194,-123.8065811939,45.530149404
,USGS_LPC_OR_WesternWildfires_A22_s04710w14400.laz,hard_negative,False,243490943,0.243491,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04710w14400.laz,0,0,0,0,0.0,0.0,3.616,,,,,7.616,,-123.7911658312,45.6541143969,-123.7789744032,45.6626634649
,USGS_LPC_OR_WesternWildfires_A22_s04560w13950.laz,positive_diversity,False,173363176,0.173363,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04560w13950.laz,0,1,0,1,2490.927,0.0,4.589,,,,,7.589,,-123.8426162494,45.5291502553,-123.8304441886,45.5377048959
,USGS_LPC_OR_WesternWildfires_A22_s05220w13860.laz,hard_negative,False,191452880,0.191453,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05220w13860.laz,0,0,0,0,0.0,0.0,3.587,,,,,7.5871,,-123.5839257964,45.5115682876,-123.5717928473,45.520098125
,USGS_LPC_OR_WesternWildfires_A22_s04950w13650.laz,hard_negative,False,257716591,0.257717,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04950w13650.laz,0,0,0,0,0.0,0.0,3.586,,,,,7.5862,,-123.6859987349,45.4511919854,-123.6738644929,45.4597319394
,USGS_LPC_OR_WesternWildfires_A22_s04980w14040.laz,hard_negative,False,164709322,0.164709,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04980w14040.laz,0,0,0,0,0.0,0.0,3.586,,,,,7.5862,,-123.6802018624,45.5583856792,-123.6680458638,45.5669245607
,USGS_LPC_OR_WesternWildfires_A22_s05130w14310.laz,hard_negative,False,160645791,0.160646,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05130w14310.laz,0,0,0,0,0.0,0.0,3.586,,,,,7.586,,-123.6256921092,45.6339521727,-123.613527645,45.642485425
,USGS_LPC_OR_WesternWildfires_A22_s04920w14520.laz,hard_negative,False,181618485,0.181618,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04920w14520.laz,0,0,0,0,0.0,0.0,3.585,,,,,7.5853,,-123.7109369815,45.6892739864,-123.6987491128,45.6978151557
,USGS_LPC_OR_WesternWildfires_A22_s04950w14430.laz,hard_negative,False,179495928,0.179496,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04950w14430.laz,0,0,0,0,0.0,0.0,3.585,,,,,7.5852,,-123.697834986,45.6649342367,-123.6856540686,45.6734742735
,USGS_LPC_OR_WesternWildfires_A22_s04800w13980.laz,hard_negative,False,191530276,0.19153,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04800w13980.laz,0,0,0,0,0.0,0.0,3.584,,,,,7.5839,,-123.7494972197,45.5400119765,-123.737335604,45.548557615
,USGS_LPC_OR_WesternWildfires_A22_s04740w14280.laz,hard_negative,False,224657817,0.224658,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04740w14280.laz,0,0,0,0,0.0,0.0,3.584,,,,,7.5835,,-123.7775699056,45.6215629139,-123.7653872246,45.6301108432
,USGS_LPC_OR_WesternWildfires_A22_s04770w13800.laz,hard_negative,False,188551776,0.188552,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04770w13800.laz,0,0,0,0,0.0,0.0,3.583,,,,,7.5833,,-123.7584097094,45.4903611393,-123.7462573317,45.4989078747
,USGS_LPC_OR_WesternWildfires_A22_s04620w14100.laz,hard_negative,False,196124931,0.196125,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04620w14100.laz,0,0,0,0,0.0,0.0,3.583,,,,,7.5831,,-123.8215889518,45.57091946,-123.8094109505,45.5794718749
