selection_rank,tile_name,selection_category,already_downloaded,size_bytes,size_gb,download_url,new_positive_polygon_count,positive_polygon_count,high_confidence_polygon_count,moderate_confidence_polygon_count,positive_intersection_m2,new_positive_intersection_m2,min_distance_to_existing_train_km,probe_accepted_patches_2m,probe_positive_patches_2m,probe_negative_patches_2m,probe_retained_polygon_count_2m,static_score,selection_reason,bbox_west,bbox_south,bbox_east,bbox_north
,USGS_LPC_OR_WesternWildfires_A22_s05190w14340.laz,hard_negative,False,173969248,0.173969,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05190w14340.laz,0,0,0,0,0.0,0.0,5.491,,,,,9.4913,,-123.6026954618,45.6427967816,-123.590532288,45.6513277732
,USGS_LPC_OR_WesternWildfires_A22_s04860w14490.laz,hard_negative,False,159077739,0.159078,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04860w14490.laz,0,0,0,0,0.0,0.0,5.49,,,,,9.4901,,-123.7339355417,45.6804083741,-123.7217463941,45.6889518024
,USGS_LPC_OR_WesternWildfires_A22_s04830w13920.laz,hard_negative,False,223437426,0.223437,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04830w13920.laz,0,0,0,0,0.0,0.0,5.489,,,,,9.4893,,-123.7368741586,45.5238952646,-123.7247176664,45.5324397677
,USGS_LPC_OR_WesternWildfires_A22_s04560w14070.laz,hard_negative,False,178835644,0.178836,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04560w14070.laz,0,0,0,0,0.0,0.0,5.488,,,,,9.4881,,-123.8445232685,45.5620315151,-123.8323440074,45.5705861771
,USGS_LPC_OR_WesternWildfires_A22_s04770w14460.laz,hard_negative,False,166759883,0.16676,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04770w14460.laz,0,0,0,0,0.0,0.0,5.488,,,,,9.4878,,-123.7686536239,45.6712114123,-123.7564616616,45.6797582271
,USGS_LPC_OR_WesternWildfires_A22_s04560w13980.laz,hard_negative,False,224459952,0.22446,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04560w13980.laz,0,0,0,0,0.0,0.0,5.488,,,,,9.4877,,-123.8430928004,45.5373706311,-123.8309189403,45.5459252773
,USGS_LPC_OR_WesternWildfires_A22_s04830w13860.laz,hard_negative,False,182352405,0.182352,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04830w13860.laz,0,0,0,0,0.0,0.0,5.48,,,,,9.4801,,-123.73595167,45.5074534953,-123.7237987664,45.5159979891
,USGS_LPC_OR_WesternWildfires_A22_s05280w14520.laz,hard_negative,False,187255614,0.187256,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05280w14520.laz,0,0,0,0,0.0,0.0,5.48,,,,,9.4799,,-123.5701610757,45.693048555,-123.5579917532,45.7015761488
,USGS_LPC_OR_WesternWildfires_A22_s04560w14160.laz,hard_negative,False,189709690,0.18971,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04560w14160.laz,0,0,0,0,0.0,0.0,5.48,,,,,9.4797,,-123.8459549606,45.5866920305,-123.8337702937,45.5952467068
,USGS_LPC_OR_WesternWildfires_A22_s04530w14190.laz,hard_negative,False,180590430,0.18059,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04530w14190.laz,0,0,0,0,0.0,0.0,5.48,,,,,9.4796,,-123.8581429658,45.594576357,-123.8459549647,45.6031321641
,USGS_LPC_OR_WesternWildfires_A22_s04770w14370.laz,hard_negative,False,211853777,0.211854,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04770w14370.laz,0,0,0,0,0.0,0.0,5.48,,,,,9.4796,,-123.7672529374,45.6465512006,-123.7550663881,45.6550980094
,USGS_LPC_OR_WesternWildfires_A22_s04770w13620.laz,positive_diversity,False,62532109,0.062532,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04770w13620.laz,0,1,0,2,128172.95,0.0,5.461,,,,,9.4607,,-123.7499213885,45.4411941211,-123.7434854165,45.4495816533
,USGS_LPC_OR_WesternWildfires_A22_s05160w13320.laz,hard_negative,False,156808522,0.156809,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05160w13320.laz,0,0,0,0,0.0,0.0,5.446,,,,,9.4462,,-123.5993654481,45.3629565611,-123.5872615422,45.3714885725
,USGS_LPC_OR_WesternWildfires_A22_s05280w13830.laz,hard_negative,False,212774045,0.212774,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05280w13830.laz,0,0,0,0,0.0,0.0,5.446,,,,,9.4457,,-123.5600991943,45.5039621727,-123.5479711102,45.51248975
,USGS_LPC_OR_WesternWildfires_A22_s04950w13470.laz,hard_negative,False,95929997,0.09593,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04950w13470.laz,0,0,0,0,0.0,0.0,5.445,,,,,9.4452,,-123.6830978094,45.4018630474,-123.6711561972,45.4070996768
,USGS_LPC_OR_WesternWildfires_A22_s05190w14280.laz,hard_negative,False,188865111,0.188865,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05190w14280.laz,0,0,0,0,0.0,0.0,5.445,,,,,9.4449,,-123.6018093694,45.6263551117,-123.5896497888,45.6348861024
83,USGS_LPC_OR_WesternWildfires_A22_s04830w13830.laz,hard_negative,False,176956288,0.176956,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04830w13830.laz,0,0,0,0,0.0,0.0,5.444,,,,,9.4445,hard_negative; additional_new_polygons=0; selected_spatial_novelty_km=2.89; downloaded=no,-123.7354906228,45.499232551,-123.7233395126,45.5077770399
,USGS_LPC_OR_WesternWildfires_A22_s04860w14550.laz,hard_negative,False,175066273,0.175066,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04860w14550.laz,0,0,0,0,0.0,0.0,5.444,,,,,9.444,,-123.7348602274,45.6968484821,-123.7226674699,45.7053919123
67,USGS_LPC_OR_WesternWildfires_A22_s04770w14340.laz,hard_negative,False,191023895,0.191024,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04770w14340.laz,0,0,0,0,0.0,0.0,5.444,,,,,9.4436,hard_negative; additional_new_polygons=0; selected_spatial_novelty_km=6.59; downloaded=no,-123.7667863084,45.6383310446,-123.7546015624,45.646877851
,USGS_LPC_OR_WesternWildfires_A22_s04560w14130.laz,hard_negative,False,167603180,0.167603,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04560w14130.laz,0,0,0,0,0.0,0.0,5.443,,,,,9.4428,,-123.8454775938,45.5784718999,-123.8332947293,45.5870265717
,USGS_LPC_OR_WesternWildfires_A22_s04770w14400.laz,hard_negative,False,157296856,0.157297,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04770w14400.laz,0,0,0,0,0.0,0.0,5.443,,,,,9.4426,,-123.7677196996,45.6547713141,-123.7555313464,45.663318125
,USGS_LPC_OR_WesternWildfires_A22_s04560w14190.laz,hard_negative,False,196629177,0.196629,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04560w14190.laz,0,0,0,0,0.0,0.0,5.442,,,,,9.4425,,-123.8464324636,45.5949121195,-123.8342459936,45.6034668003
,USGS_LPC_OR_WesternWildfires_A22_s04920w13470.laz,hard_negative,False,28055156,0.028055,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04920w13470.laz,0,0,0,0,0.0,0.0,5.431,,,,,9.4308,,-123.6891976404,45.4016959752,-123.6828270041,45.406608205
,USGS_LPC_OR_WesternWildfires_A22_s05190w13320.laz,hard_negative,False,135941497,0.135941,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05190w13320.laz,0,0,0,0,0.0,0.0,5.416,,,,,9.4158,,-123.5877003773,45.3632664595,-123.5755980015,45.3717973454
,USGS_LPC_OR_WesternWildfires_A22_s05280w13860.laz,hard_negative,False,236765459,0.236765,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05280w13860.laz,0,0,0,0,0.0,0.0,5.415,,,,,9.4155,,-123.5605352964,45.5121837688,-123.5484054251,45.5207113487
,USGS_LPC_OR_WesternWildfires_A22_s05190w14310.laz,hard_negative,False,181454142,0.181454,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05190w14310.laz,0,0,0,0,0.0,0.0,5.414,,,,,9.4143,,-123.6022523523,45.6345759678,-123.5900909754,45.643106959
,USGS_LPC_OR_WesternWildfires_A22_s04440w13950.laz,positive_diversity,False,168604555,0.168605,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04440w13950.laz,0,1,0,1,4469.228,0.0,6.413,,,,,9.4133,,-123.8894041396,45.5278016588,-123.877225971,45.5363607982
,USGS_LPC_OR_WesternWildfires_A22_s04860w14520.laz,hard_negative,False,188680925,0.188681,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04860w14520.laz,0,0,0,0,0.0,0.0,5.413,,,,,9.4131,,-123.7343978185,45.6886284499,-123.7222068662,45.6971718792
69,USGS_LPC_OR_WesternWildfires_A22_s04800w13920.laz,hard_negative,False,241572140,0.241572,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04800w13920.laz,0,0,0,0,0.0,0.0,5.412,,,,,9.412,hard_negative; additional_new_polygons=0; selected_spatial_novelty_km=5.78; downloaded=no,-123.7485708769,45.5235704569,-123.7364128527,45.5321160864
,USGS_LPC_OR_WesternWildfires_A22_s04830w13800.laz,hard_negative,False,184838579,0.184839,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04830w13800.laz,0,0,0,0,0.0,0.0,5.412,,,,,9.4117,,-123.7350297069,45.4910115672,-123.7228803896,45.499556051
,USGS_LPC_OR_WesternWildfires_A22_s04560w14100.laz,hard_negative,False,165301508,0.165302,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04560w14100.laz,0,0,0,0,0.0,0.0,5.411,,,,,9.4109,,-123.8450003631,45.5702517281,-123.8328193006,45.5788063951
,USGS_LPC_OR_WesternWildfires_A22_s04590w13980.laz,hard_negative,False,245258742,0.245259,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04590w13980.laz,0,0,0,0,0.0,0.0,5.411,,,,,9.4107,,-123.8313938232,45.5377048987,-123.8192214918,45.5462584196
,USGS_LPC_OR_WesternWildfires_A22_s04770w14430.laz,hard_negative,False,183391200,0.183391,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04770w14430.laz,0,0,0,0,0.0,0.0,5.411,,,,,9.4106,,-123.7681865951,45.6629913847,-123.7559964376,45.6715381977
,USGS_LPC_OR_WesternWildfires_A22_s04530w14070.laz,positive_diversity,False,168167132,0.168167,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04530w14070.laz,0,1,0,1,10527.142,0.0,6.391,,,,,9.391,,-123.8562271045,45.5616959376,-123.8440463139,45.5702517252
,USGS_LPC_OR_WesternWildfires_A22_s04830w13560.laz,positive_diversity,False,33293257,0.033293,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04830w13560.laz,0,1,0,1,674.657,0.0,6.358,,,,,9.3579,,-123.7313470992,45.4311896452,-123.7195434709,45.4337867318
,USGS_LPC_OR_WesternWildfires_A22_s04530w14100.laz,positive_diversity,False,188932514,0.188933,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04530w14100.laz,0,1,0,1,20897.199,0.0,6.325,,,,,9.3249,,-123.856705865,45.5699161043,-123.8445232726,45.5784718971
81,USGS_LPC_OR_WesternWildfires_A22_s05310w13950.laz,hard_negative,False,212083396,0.212083,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05310w13950.laz,0,0,0,0,0.0,0.0,5.297,,,,,9.297,hard_negative; additional_new_polygons=0; selected_spatial_novelty_km=3.30; downloaded=no,-123.5501439188,45.5371544293,-123.5380102239,45.5456808864
,USGS_LPC_OR_WesternWildfires_A22_s04800w14400.laz,hard_negative,False,189653646,0.189654,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04800w14400.laz,0,0,0,0,0.0,0.0,5.296,,,,,9.2956,,-123.7559964335,45.6550980123,-123.7438096187,45.6636436945
,USGS_LPC_OR_WesternWildfires_A22_s05310w13770.laz,hard_negative,False,178704003,0.178704,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05310w13770.laz,0,0,0,0,0.0,0.0,5.273,,,,,9.2727,,-123.5475369148,45.48782472,-123.5354139419,45.4963511631
,USGS_LPC_OR_WesternWildfires_A22_s05190w14370.laz,hard_negative,False,146952044,0.146952,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05190w14370.laz,0,0,0,0,0.0,0.0,5.271,,,,,9.2714,,-123.6031386978,45.6510175531,-123.5909737266,45.6595485448
,USGS_LPC_OR_WesternWildfires_A22_s04860w14460.laz,hard_negative,False,174159117,0.174159,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04860w14460.laz,0,0,0,0,0.0,0.0,5.27,,,,,9.2701,,-123.733473397,45.6721882551,-123.7212860535,45.6807316822
,USGS_LPC_OR_WesternWildfires_A22_s04800w13890.laz,hard_negative,False,246361791,0.246362,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04800w13890.laz,0,0,0,0,0.0,0.0,5.269,,,,,9.2691,,-123.7481079034,45.5153496369,-123.7359516741,45.5238952618
,USGS_LPC_OR_WesternWildfires_A22_s04590w14010.laz,hard_negative,False,208855707,0.208856,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04590w14010.laz,0,0,0,0,0.0,0.0,5.269,,,,,9.2687,,-123.8318688456,45.5459252801,-123.8196947148,45.5544788063
,USGS_LPC_OR_WesternWildfires_A22_s05160w13980.laz,positive_diversity,False,135954944,0.135955,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05160w13980.laz,0,1,1,3,126111.539,0.0,1.759,,,,,9.2589,,-123.6090880791,45.5438334276,-123.5969448936,45.5523655329
,USGS_LPC_OR_WesternWildfires_A22_s04950w13800.laz,positive_diversity,False,167717176,0.167717,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04950w13800.laz,0,1,1,3,149157.068,0.0,1.758,,,,,9.2577,,-123.6882681308,45.4922983777,-123.6761249405,45.5008383563
,USGS_LPC_OR_WesternWildfires_A22_s04590w14520.laz,positive_diversity,False,142147702,0.142148,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04590w14520.laz,0,1,1,2,21302.914,0.0,2.74,,,,,9.2398,,-123.8399649905,45.6856654094,-123.8277601884,45.6942190001
,USGS_LPC_OR_WesternWildfires_A22_s05280w13800.laz,hard_negative,False,152706839,0.152707,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05280w13800.laz,0,0,0,0,0.0,0.0,5.124,,,,,9.1243,,-123.5596632163,45.4957405372,-123.5475369189,45.5042681118
,USGS_LPC_OR_WesternWildfires_A22_s05280w14220.laz,positive_diversity,False,229600614,0.229601,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05280w14220.laz,0,1,0,2,42775.784,0.0,5.124,,,,,9.124,,-123.5657782296,45.6108397828,-123.5536268712,45.6193673803
,USGS_LPC_OR_WesternWildfires_A22_s05220w14400.laz,hard_negative,False,159075908,0.159076,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05220w14400.laz,0,0,0,0,0.0,0.0,5.123,,,,,9.1234,,-123.5918569779,45.6595485477,-123.5796917545,45.6680784081
,USGS_LPC_OR_WesternWildfires_A22_s04830w14430.laz,hard_negative,False,212456325,0.212456,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04830w14430.laz,0,0,0,0,0.0,0.0,5.122,,,,,9.1222,,-123.7447365871,45.6636436973,-123.7325495075,45.6721882523
,USGS_LPC_OR_WesternWildfires_A22_s04770w13920.laz,hard_negative,False,225933678,0.225934,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04770w13920.laz,0,0,0,0,0.0,0.0,5.122,,,,,9.1215,,-123.7602674633,45.5232444782,-123.7481079075,45.531791234
,USGS_LPC_OR_WesternWildfires_A22_s04620w13980.laz,hard_negative,False,232301458,0.232301,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04620w13980.laz,0,0,0,0,0.0,0.0,5.121,,,,,9.1213,,-123.8196947107,45.5380379951,-123.8075239086,45.5465903905
,USGS_LPC_OR_WesternWildfires_A22_s04830w13650.laz,positive_diversity,False,200974255,0.200974,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04830w13650.laz,0,1,0,1,2228.718,0.0,6.102,,,,,9.1023,,-123.7327270946,45.4499060612,-123.720586734,45.4584505173
,USGS_LPC_OR_WesternWildfires_A22_s04920w13620.laz,positive_diversity,False,289288778,0.289289,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04920w13620.laz,0,1,1,0,163434.402,0.0,4.593,,,,,9.0926,,-123.6972258684,45.4426509084,-123.6850918845,45.4511919826
,USGS_LPC_OR_WesternWildfires_A22_s04650w14550.laz,positive_diversity,False,151919238,0.151919,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04650w14550.laz,0,1,0,3,14132.518,0.0,4.058,,,,,9.0577,,-123.816980684,45.6945517981,-123.8047771477,45.7031031339
,USGS_LPC_OR_WesternWildfires_A22_s04890w13710.laz,positive_diversity,False,179709030,0.179709,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04890w13710.laz,0,1,1,0,3391.808,0.0,4.516,,,,,9.0157,,-123.7102771862,45.4669938596,-123.6981363044,45.4755360759
,USGS_LPC_OR_WesternWildfires_A22_s04680w13350.laz,positive_diversity,False,61913182,0.061913,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04680w13350.laz,0,1,2,2,108362.723,0.0,0.0,,,,,9.0,,-123.7791123754,45.3662677517,-123.7743262298,45.3746107165
,USGS_LPC_OR_WesternWildfires_A22_s05040w13800.laz,positive_diversity,False,194800501,0.194801,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05040w13800.laz,0,1,2,2,285526.208,0.0,0.0,,,,,9.0,,-123.653195589,45.4932511954,-123.6410569995,45.5017877933
,USGS_LPC_OR_WesternWildfires_A22_s05130w13530.laz,positive_diversity,False,166583874,0.166584,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05130w13530.laz,0,1,2,2,129520.129,0.0,0.0,,,,,9.0,,-123.6141289548,45.4201989299,-123.6020110498,45.4287321062
,USGS_LPC_OR_WesternWildfires_A22_s04770w13650.laz,hard_negative,False,72582688,0.072583,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04770w13650.laz,0,0,0,0,0.0,0.0,4.916,,,,,8.9158,,-123.7502420979,45.4494192266,-123.7439470738,45.4578027874
,USGS_LPC_OR_WesternWildfires_A22_s05100w13590.laz,positive_diversity,False,213326379,0.213326,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05100w13590.laz,0,1,2,1,115363.975,0.0,0.913,,,,,8.9134,,-123.6266951243,45.4363298095,-123.6145721141,45.4448641223
,USGS_LPC_OR_WesternWildfires_A22_s05310w13980.laz,hard_negative,False,240798911,0.240799,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05310w13980.laz,0,0,0,0,0.0,0.0,4.9,,,,,8.8996,,-123.550578853,45.5453759081,-123.5384433692,45.5539023669
