left_id,right_id,left_project,right_project,iou,smaller_overlap,left_overlap,right_overlap,intersection_area,left_area,right_area,area_ratio_small_to_large
USGS Lidar Point Cloud OR_WesternWildfires_A22 s04980w14430,USGS Lidar Point Cloud OR_NORTHCOAST_2008_2009 OR_NorthCoast_2008-2009_002476,USGS_LPC_OR_WesternWildfires_A22,USGS_LPC_legacy,0.6809052259138204,0.9261145277514745,0.9261145277514745,0.7200185483692949,9.631457012864662e-05,0.00010399855227677943,0.00013376679024003035,0.7774616710931394
USGS Lidar Point Cloud OR_WesternWildfires_A22 s04620w14250,USGS Lidar Point Cloud OR_TILLAMOOK_ODF_2007 000638,USGS_LPC_OR_WesternWildfires_A22,USGS_LPC_legacy,0.6597588982386811,1.0,0.6597588982386811,1.0,6.87657707100316e-05,0.00010422863699695672,6.87657707100316e-05,0.6597588982386811
USGS Lidar Point Cloud OR_WesternWildfires_A22 s04710w14310,USGS Lidar Point Cloud OR_NORTHCOAST_2008_2009 OR_NorthCoast_2008-2009_002374,USGS_LPC_OR_WesternWildfires_A22,USGS_LPC_legacy,0.6579318960076146,0.8148195028099654,0.8148195028099654,0.7736055167292286,8.488706418192798e-05,0.00010417897938032736,0.00010972913500000219,0.9494194899132785
USGS Lidar Point Cloud OR_WesternWildfires_A22 s05010w14430,USGS Lidar Point Cloud OR_NORTHCOAST_2008_2009 OR_NorthCoast_2008-2009_002475,USGS_LPC_OR_WesternWildfires_A22,USGS_LPC_legacy,0.6555028191116151,0.8132843157314191,0.8132843157314191,0.7716262821825913,8.455848659089078e-05,0.00010397161847987189,0.00010958476731988965,0.9487780192694814
USGS Lidar Point Cloud OR_WesternWildfires_A22 s05130w13470,USGS Lidar Point Cloud OR_OLC_TILLAMOOKYAMHILL_2012 000607,USGS_LPC_OR_WesternWildfires_A22,USGS_LPC_legacy,0.6399134958163948,0.9701475830834644,0.9701475830834644,0.65276698821166,0.00010028773887292268,0.00010337369346854793,0.00015363482021000168,0.6728532849991141
USGS Lidar Point Cloud OR_WesternWildfires_A22 s05130w13410,USGS Lidar Point Cloud OR_OLC_TILLAMOOKYAMHILL_2012 000610,USGS_LPC_OR_WesternWildfires_A22,USGS_LPC_legacy,0.6036198882106986,1.0,1.0,0.6036198882106986,0.00010334314306458915,0.00010334314306458915,0.00017120566284011562,0.6036198882106986
USGS Lidar Point Cloud OR_WesternWildfires_A22 s05040w13650,USGS Lidar Point Cloud OR_OLC_TILLAMOOKYAMHILL_2012 000645,USGS_LPC_OR_WesternWildfires_A22,USGS_LPC_legacy,0.5979047613941024,0.8830978240341142,0.8830978240341142,0.6492959273583097,9.144093999722289e-05,0.00010354565203151323,0.00014083091568008836,0.735248020872971
USGS Lidar Point Cloud OR_WesternWildfires_A22 s05160w13320,USGS Lidar Point Cloud OR_COAST_CENTRAL_OLC_2011_2012 OR_Coast_Central_OLC_2011-2012_000731,USGS_LPC_OR_WesternWildfires_A22,USGS_LPC_legacy,0.5951989255978528,0.9174772087416792,0.9174772087416792,0.6288654675592003,9.474847974733301e-05,0.00010327066312337136,0.0001506657379599454,0.6854289802159662
USGS Lidar Point Cloud OR_WesternWildfires_A22 s05010w13650,USGS Lidar Point Cloud OR_OLC_TILLAMOOKYAMHILL_2012 000644,USGS_LPC_OR_WesternWildfires_A22,USGS_LPC_legacy,0.5790001223657222,1.0,1.0,0.5790001223657222,0.00010357239341266932,0.00010357239341266932,0.00017888147067998098,0.5790001223657222
USGS Lidar Point Cloud OR_WesternWildfires_A22 s04650w14250,USGS Lidar Point Cloud OR_TILLAMOOK_ODF_2007 000649,USGS_LPC_OR_WesternWildfires_A22,USGS_LPC_legacy,0.5767394830628293,1.0,1.0,0.5767394830628293,0.00010420178758386949,0.00010420178758386949,0.00018067392755997228,0.5767394830628293
USGS Lidar Point Cloud OR_WesternWildfires_A22 s05160w13380,USGS Lidar Point Cloud OR_COAST_CENTRAL_OLC_2011_2012 OR_Coast_Central_OLC_2011-2012_000866,USGS_LPC_OR_WesternWildfires_A22,USGS_LPC_legacy,0.5707321516969442,0.9909524391477821,0.9909524391477821,0.5737217466560268,0.00010236656082195286,0.00010330118457550594,0.00017842545000011376,0.5789599217793205
USGS Lidar Point Cloud OR_WesternWildfires_A22 s05130w13380,USGS Lidar Point Cloud OR_OLC_TILLAMOOKYAMHILL_2012 000612,USGS_LPC_OR_WesternWildfires_A22,USGS_LPC_legacy,0.5668464672740009,1.0,1.0,0.5668464672740009,0.00010332787187064814,0.00010332787187064814,0.0001822854649999993,0.5668464672740009
USGS Lidar Point Cloud OR_WesternWildfires_A22 s05310w13920,USGS Lidar Point Cloud OR_TILLAMOOK_ODF_2007 000271,USGS_LPC_OR_WesternWildfires_A22,USGS_LPC_legacy,0.566217270082119,1.0,1.0,0.566217270082119,0.00010344215811549956,0.00010344215811549956,0.00018268986762006971,0.566217270082119
USGS Lidar Point Cloud OR_WesternWildfires_A22 s05250w14010,USGS Lidar Point Cloud OR_TILLAMOOK_ODF_2007 000239,USGS_LPC_OR_WesternWildfires_A22,USGS_LPC_legacy,0.5640571245673318,1.0,1.0,0.5640571245673318,0.00010354169715499411,0.00010354169715499411,0.00018356597699996656,0.5640571245673318
USGS Lidar Point Cloud OR_WesternWildfires_A22 s05190w14190,USGS Lidar Point Cloud OR_TILLAMOOK_ODF_2007 000192,USGS_LPC_OR_WesternWildfires_A22,USGS_LPC_legacy,0.5640525060053972,1.0,1.0,0.5640525060053972,0.00010368729156622953,0.00010368729156622953,0.00018382560215987655,0.5640525060053972
USGS Lidar Point Cloud OR_WesternWildfires_A22 s05190w14100,USGS Lidar Point Cloud OR_TILLAMOOK_ODF_2007 000202,USGS_LPC_OR_WesternWildfires_A22,USGS_LPC_legacy,0.5640254367876241,1.0,1.0,0.5640254367876241,0.00010364133650857947,0.00010364133650857947,0.00018375294756006576,0.5640254367876241
USGS Lidar Point Cloud OR_WesternWildfires_A22 s05130w14280,USGS Lidar Point Cloud OR_TILLAMOOK_ODF_2007 000418,USGS_LPC_OR_WesternWildfires_A22,USGS_LPC_legacy,0.5640253726855794,1.0,1.0,0.5640253726855794,0.00010378709642170745,0.00010378709642170745,0.00018401139638014906,0.5640253726855794
USGS Lidar Point Cloud OR_WesternWildfires_A22 s05220w14100,USGS Lidar Point Cloud OR_TILLAMOOK_ODF_2007 000203,USGS_LPC_OR_WesternWildfires_A22,USGS_LPC_legacy,0.5639930226657075,1.0,1.0,0.5639930226657075,0.0001036144620085405,0.0001036144620085405,0.00018371585789981544,0.5639930226657075
USGS Lidar Point Cloud OR_WesternWildfires_A22 s05160w14190,USGS Lidar Point Cloud OR_TILLAMOOK_ODF_2007 000191,USGS_LPC_OR_WesternWildfires_A22,USGS_LPC_legacy,0.563965770013807,1.0,1.0,0.563965770013807,0.00010371418489213648,0.00010371418489213648,0.00018390155999999317,0.563965770013807
USGS Lidar Point Cloud OR_WesternWildfires_A22 s05100w14280,USGS Lidar Point Cloud OR_TILLAMOOK_ODF_2007 000763,USGS_LPC_OR_WesternWildfires_A22,USGS_LPC_legacy,0.5639346508065274,1.0,1.0,0.5639346508065274,0.0001038140057353504,0.0001038140057353504,0.0001840887159299004,0.5639346508065274
USGS Lidar Point Cloud OR_WesternWildfires_A22 s05280w14010,USGS Lidar Point Cloud OR_TILLAMOOK_ODF_2007 000260,USGS_LPC_OR_WesternWildfires_A22,USGS_LPC_legacy,0.5638969835188504,1.0,1.0,0.5638969835188504,0.00010351483983365649,0.00010351483983365649,0.00018357047982008954,0.5638969835188504
USGS Lidar Point Cloud OR_WesternWildfires_A22 s04950w14520,USGS Lidar Point Cloud OR_NORTHCOAST_2008_2009 OR_NorthCoast_2008-2009_002522,USGS_LPC_OR_WesternWildfires_A22,USGS_LPC_legacy,0.5638597144174967,1.0,1.0,0.5638597144174967,0.00010407170016061109,0.00010407170016061109,0.00018457019982022274,0.5638597144174967
