split,category,channel,patch_statistic,count,min,p10,p25,median,p75,p90,max,mean,std
validation,positive_boundary,aspect_sin,p10,7,-0.98828125,-0.98271484375,-0.9775390625,-0.96728515625,-0.93017578125,-0.90322265625,-0.884765625,-0.9508231026785714,0.03535787672461984
validation,positive_boundary,aspect_sin,median,7,-0.560546875,-0.499462890625,-0.389892578125,-0.2381591796875,-0.068756103515625,0.02400512695312502,0.0600128173828125,-0.23657008579799108,0.21219881018563344
validation,positive_boundary,aspect_sin,p90,7,0.578125,0.67333984375,0.741943359375,0.76904296875,0.842529296875,0.8899414062500001,0.92041015625,0.7766462053571429,0.10194370943063862
validation,positive_boundary,curvature,mean,7,-0.0027229783108850825,-0.001917111812872463,-0.0007898404592197039,0.0004812474880964146,0.0007099660374478844,0.0013855115998012485,0.0023476121814383077,-7.695354984857009e-06,0.001517115376557281
validation,positive_boundary,curvature,std,7,0.0979536222578746,0.10894490945799845,0.161006440740059,0.21360034918134002,0.27030502483669716,0.32198250380594057,0.32601895576042383,0.21431369405045012,0.08174284119924981
validation,positive_boundary,curvature,p10,7,-0.309814453125,-0.303369140625,-0.26190185546875,-0.202880859375,-0.1669921875,-0.12072753906249999,-0.10479736328125,-0.21075439453125,0.07118237270098915
validation,positive_boundary,curvature,median,7,0.002574920654296875,0.002803802490234375,0.0035066604614257812,0.0054931640625,0.0061321258544921875,0.006227874755859375,0.0062770843505859375,0.004803248814174107,0.0014697545741125847
validation,positive_boundary,curvature,p90,7,0.09869384765625,0.1116943359375,0.1539306640625,0.1944580078125,0.249053955078125,0.295458984375,0.30908203125,0.201171875,0.0719921504914245
validation,positive_boundary,local_relief,mean,7,-1.153058641590178,-0.7580358188599348,-0.38301391585264355,-0.1348899807780981,0.27079791808500886,0.8361470721662048,1.2537324312143028,-0.0369497409556061,0.7111080510104503
validation,positive_boundary,local_relief,std,7,1.310553356565635,1.3479832292728269,2.0867427111790002,3.270868182368976,4.240701873194734,5.232785097619143,5.883163524634926,3.3027820331881443,1.5578433161473026
validation,positive_boundary,local_relief,p10,7,-9.8359375,-6.922656249999999,-4.9765625,-4.79296875,-1.817626953125,-1.6900390625,-1.63671875,-4.264857700892857,2.7053081017005582
validation,positive_boundary,local_relief,median,7,-0.76220703125,-0.39965820312499994,-0.1551513671875,-0.095245361328125,0.4273681640625,0.9529296875000002,1.3349609375,0.14599173409598215,0.6305495408638705
validation,positive_boundary,local_relief,p90,7,1.5068359375,1.65859375,2.564453125,4.3671875,4.869140625,5.57890625,6.18359375,3.846400669642857,1.6066436840081193
validation,positive_boundary,multidirectional_hillshade,mean,7,202.0604591369629,203.35686645507812,205.99661350250244,208.81886100769043,211.3018503189087,213.80020904541016,214.70373725891113,208.5971407209124,4.169936405659273
validation,positive_boundary,multidirectional_hillshade,std,7,4.214589368204827,4.796174822734527,8.013408998729872,11.09249529433215,13.151856374896871,14.952375279888338,15.032775773949977,10.381484454820063,3.943382069978116
validation,positive_boundary,multidirectional_hillshade,p10,7,179.875,181.3,187.0,194.375,201.0,208.275,210.0,194.32142857142858,10.495504382586763
validation,positive_boundary,multidirectional_hillshade,median,7,206.875,208.6,210.875,213.125,214.4375,215.425,216.25,212.41071428571428,2.969874250069267
validation,positive_boundary,multidirectional_hillshade,p90,7,216.625,216.85,217.0625,217.25,217.25,217.35,217.5,217.14285714285714,0.25379768577771245
validation,positive_boundary,slope_degrees,mean,7,12.189240141655318,14.298546719778097,18.056090541780577,21.437732967780903,25.039186107111163,28.27748569676187,30.12528636114439,21.420401824052014,5.718730856306084
validation,positive_boundary,slope_degrees,std,7,8.377233148762773,8.872362896661961,11.885993915749522,14.6401886745536,16.13964706987717,17.430438001671067,17.581218136543864,13.807131704444803,3.378939373839872
validation,positive_boundary,slope_degrees,p10,7,3.5673828125,4.43515625,5.0849609375,5.54296875,6.349609375,7.48203125,8.5625,5.791713169642857,1.4470711950726531
validation,positive_boundary,slope_degrees,median,7,10.1796875,12.65,15.3828125,18.140625,22.1875,25.746875000000003,28.25,18.815848214285715,5.604301975604913
validation,positive_boundary,slope_degrees,p90,7,23.703125,26.225,34.78125,42.125,48.5859375,53.35,54.4375,41.0,10.694536765538949
validation,positive_boundary,tri,mean,7,0.2932840661624141,0.3461911736560069,0.46968959727291804,0.5876727969798594,0.7294588778149773,0.8636188699940249,0.9204914483070752,0.5999636088035913,0.2065071351065022
validation,positive_boundary,tri,std,7,0.20659445300808474,0.22291498450396313,0.3694684476474376,0.5250388432115117,0.6634215984098297,0.7851383309964444,0.7895319887534182,0.5124207681553642,0.2144721755353715
validation,positive_boundary,tri,p10,7,0.09619140625,0.121533203125,0.14178466796875,0.1494140625,0.17071533203125,0.20361328125000003,0.239501953125,0.15858677455357142,0.040649986368265084
validation,positive_boundary,tri,median,7,0.238037109375,0.29736328125,0.3699951171875,0.4423828125,0.552734375,0.6527343750000001,0.721435546875,0.46390206473214285,0.1508474925090095
validation,positive_boundary,tri,p90,7,0.55859375,0.6236328125,0.905029296875,1.158203125,1.478515625,1.7359375000000001,1.779296875,1.1804547991071428,0.4297805374005081
