epoch,train_loss,validation_loss,validation_threshold,validation_tp,validation_fp,validation_fn,validation_tn,validation_dice,validation_iou,validation_precision,validation_recall,validation_specificity,validation_gt_positive_fraction,validation_predicted_positive_fraction
25,1.735751846772206,1.8724994878597858,0.5,1407172,4250077,6919899,45815428,0.20124997139653555,0.11188323457750517,0.24873785827705303,0.16898763082481222,0.9151096748150248,0.14260496060321093,0.09688301814258032
26,1.7385777763777142,1.8813280987098078,0.5,5512555,23530399,2814516,26535106,0.2950254916875223,0.17303806611133904,0.1898069666053942,0.6620040828281637,0.5300077568377668,0.14260496060321093,0.49737408399314326
27,1.7425104236300988,1.8538938939838665,0.5,6414360,25455890,1912711,24609615,0.3191436563645622,0.18986968016213854,0.20126481593335477,0.7703020665970063,0.4915483225426369,0.14260496060321093,0.5457928418845573
28,1.7500938013535512,1.8532207479925968,0.5,5799950,23117529,2527121,26947976,0.31145227959526967,0.18444979424130056,0.20056900534102576,0.6965174189099624,0.5382543529721712,0.14260496060321093,0.49522526630782654
29,1.7327613326567637,1.9155559021261241,0.5,1605888,5409529,6721183,44655976,0.209338667887503,0.1169057845463943,0.2289084169907505,0.19285148403322128,0.8919509750276163,0.14260496060321093,0.12014227630580983
30,1.739608427210699,1.8441968012283736,0.5,6273974,24533676,2053097,25531829,0.32063466097024174,0.1909260918505596,0.20364987267772777,0.7534430774038074,0.5099684703070507,0.14260496060321093,0.527595323076687
31,1.7223960691765894,2.0057617292275878,0.5,6602146,31760318,1724925,18305187,0.282810527027095,0.1646938392520401,0.17209911229893887,0.7928533334230007,0.3656247350346311,0.14260496060321093,0.6569750236742424
32,1.7283608159536048,1.8968109624802798,0.5,6247888,27160696,2079183,22904809,0.29940289663598185,0.17605751300159292,0.18701445113627085,0.7503104032618432,0.45749681342473225,0.14260496060321093,0.5721375265239198
33,1.714625026968461,1.8974310418950069,0.5,7207165,31972805,1119906,18092700,0.3034146033216424,0.17883839146304073,0.183950242943014,0.8655102136153277,0.36138055533445634,0.14260496060321093,0.6709751938328599
34,1.7163510484031483,1.8597600150001423,0.5,4025766,15781759,4301305,34283746,0.28617905158474644,0.1669830514380001,0.2032442720632689,0.48345522693393633,0.6847777926138965,0.14260496060321093,0.3392130705108814
35,1.712335333944876,1.8499219104848101,0.5,4596312,16692679,3730759,33372826,0.3103931913702774,0.18370735119255788,0.21590088511005523,0.5519722360959814,0.6665832293112793,0.14260496060321093,0.36458386422273953
36,1.7027100527135632,1.8617377532437243,0.5,4594658,18396906,3732413,31668599,0.2934136816626906,0.17193017341692818,0.19984103734743752,0.5517736068300606,0.6325432850422661,0.14260496060321093,0.3937412180616933
37,1.6892768736730648,1.9010139399045252,0.5,3149316,12371917,5177755,37693588,0.26411236622948114,0.15214830792693826,0.20290372549655045,0.3782021313376576,0.7528854048311308,0.14260496060321093,0.2658083280997913
38,1.7000796767427953,1.8770513561274438,0.5,5427223,22431742,2899848,27633763,0.2999622837936711,0.17644448763351173,0.19481064712920956,0.6517565420061868,0.5519521474915713,0.14260496060321093,0.4770977221487882
39,1.6939570139027849,1.8326380226109595,0.5,4551952,15474963,3775119,34590542,0.32108021778666324,0.19124214342354104,0.2272917221648966,0.5466450328092555,0.6909056844627853,0.14260496060321093,0.34297022621505857
40,1.6944123030614249,1.8324141652060197,0.5,4153162,13986515,4173909,36078990,0.3138399927335236,0.18612705281885217,0.22895457289564747,0.4987542438391602,0.7206356951757502,0.14260496060321093,0.31065039843421194
41,1.6937508641919004,1.859835440000611,0.5,2805407,8465248,5521664,41600257,0.2862992369624925,0.16706489437224245,0.24891250774688783,0.3369020151263271,0.8309165562196966,0.14260496060321093,0.1930152045355903
42,1.701935508613345,1.8829541102118557,0.5,6517573,27261671,1809498,22803834,0.30957698387997146,0.18313580738538046,0.1929460884322929,0.7826969410972958,0.4554799557100243,0.14260496060321093,0.5784852512757787
43,1.6863102110729942,1.974630048456748,0.5,6051552,26285255,2275519,23780250,0.29763772161622165,0.1748380620244938,0.18714129691283374,0.7267323648375281,0.47498272513180484,0.14260496060321093,0.5537828473263451
44,1.6780879866322385,1.8582831840344074,0.5,4769016,17165651,3558055,32899854,0.3151845409539928,0.1870736283085031,0.21741912015349948,0.5727123018405872,0.6571361659090426,0.14260496060321093,0.3756413657791018
45,1.6845247550553912,1.900860234493632,0.5,6324496,29541402,2002575,20524103,0.2862218195840157,0.16701217395272316,0.1763373107234064,0.7595102767827967,0.40994499106720284,0.14260496060321093,0.6142201707285528
46,1.6701512261583835,1.857965356432269,0.5,5234984,19076902,3092087,30988603,0.3207813288886652,0.19103011085290444,0.2153261166163744,0.6286705133173477,0.618961158985613,0.14260496060321093,0.416352345887258
47,1.6673384533049185,1.8913425410274967,0.5,7214917,30856040,1112154,19209465,0.3110010192674568,0.18413333744735072,0.18951236240265776,0.8664411531978051,0.3836866321432292,0.14260496060321093,0.6519828308310974
48,1.678210309336457,1.8743778777229412,0.5,2046250,5330980,6280821,44734525,0.2605973994003299,0.1498200585134731,0.27737375681658294,0.2457346646858181,0.8935198995795608,0.14260496060321093,0.12633849207132083
49,1.6770322929152959,1.8856809091140336,0.5,6227658,27327139,2099413,22738366,0.297391606315172,0.17466823693471262,0.1855966525441951,0.7478809775970446,0.4541723088581649,0.14260496060321093,0.5746414920965295
50,1.6678425390207314,1.8776647654349494,0.5,6720639,28331446,1606432,21734059,0.3098556827615549,0.1833309023384661,0.19173293115088588,0.8070831868732715,0.434112449280198,0.14260496060321093,0.6002832449111339
