epoch,train_loss,validation_loss,validation_dice,validation_iou,validation_precision,validation_recall,validation_specificity,validation_gt_positive_fraction,validation_predicted_positive_fraction,lr,elapsed_hours
28,1.0270808468222135,1.6162242825542177,0.1187311991328097,0.06311229903886108,0.3888585731452881,0.07006165288007282,0.9741068396194088,0.19038516129173683,0.034302185949117915,7.364036839175111e-05,1.1746174485153622
29,1.0170161226983012,1.543694636651448,0.08419092836305624,0.043945364707517615,0.381095948759332,0.04732267825724021,0.9819277200179983,0.19038516129173683,0.0236411217754805,6.319697331881343e-05,1.2155395073360866
30,0.9954293386535606,1.478221086519105,0.1475814641315523,0.0796696109836557,0.4430031082094355,0.08853853709787102,0.9738222101360925,0.19038516129173683,0.038050350784318884,5.338980357657293e-05,1.2564382257726456
31,0.9613994590425299,1.6092817150056362,0.05930853652761408,0.030560518064780974,0.34482768510657824,0.03244440086785379,0.9855040124803768,0.19038516129173683,0.0179130990898569,4.428952004775312e-05,1.2973736633857091
32,0.970408410135551,1.502219473677022,0.10862966513264534,0.05743437079986968,0.4073843649427438,0.06267041345389257,0.9785619171504832,0.19038516129173683,0.029288106762065096,3.596169048371176e-05,1.3382668879297044
33,0.942385627311251,1.49006433944617,0.1350291855169606,0.07240284108917276,0.42164645467151635,0.08038612657280508,0.9740713032392088,0.19038516129173683,0.036296583319084946,2.8466317087289448e-05,1.3791981081830131
34,0.9222693672546973,1.5059063312198435,0.05196154227907239,0.026673776420134878,0.3732018647951394,0.0279247788088239,0.9889711997944982,0.19038516129173683,0.01424554381707702,2.1857404195563556e-05,1.4201041526264615
35,0.9270509999652623,1.4962236641773157,0.1446610717769695,0.07797015929349367,0.3488129646554149,0.09125291893194976,0.9599396693796719,0.19038516129173683,0.04980663980297769,1.6182569177361833e-05,1.4610272885693445
36,0.9517928232186237,1.5788989194801875,0.07547125903646625,0.03921544917987602,0.33095778959802613,0.042591939610041485,0.9797528935497578,0.19038516129173683,0.024501231115407546,1.1482699349028994e-05,1.5019356621636284
37,0.9287692077367412,1.6054583000285285,0.0563834628658583,0.02900956119101332,0.3280350539825591,0.030842361483411112,0.9851430855426667,0.19038516129173683,0.017900306367713593,7.791657380375418e-06,1.5428631976577971
38,0.9303258154315022,1.6210529415735178,0.03457993493031213,0.017594170093651725,0.3079203893741618,0.01831856926459106,0.9903180286040786,0.19038516129173683,0.011326251474160004,5.136037313365294e-06,1.5837790259387758
39,0.9070016261537065,1.5441159095082964,0.06916837048088804,0.03582309789389298,0.3153028964449734,0.038844912512998014,0.9801637617932131,0.19038516129173683,0.023455207730516976,3.5349729514348115e-06,1.624699199795723
40,0.9160678969462391,1.4680272585579328,0.13379873898373296,0.07169577139331205,0.3644235442840484,0.08194193079477705,0.9663935836865678,0.19038516129173683,0.042808781034082144,2.9999999999999997e-06,1.6656051215198304
