mask,tp_plain,fp_plain,fn_plain,tn_plain,precision_plain,recall_plain,f1_plain,iou_plain,gt_positive_fraction_plain,pred_positive_fraction_plain,tp_efficientnet,fp_efficientnet,fn_efficientnet,tn_efficientnet,precision_efficientnet,recall_efficientnet,f1_efficientnet,iou_efficientnet,gt_positive_fraction_efficientnet,pred_positive_fraction_efficientnet,f1_change,precision_change,recall_change,iou_change,fp_change,fn_change,pred_positive_fraction_change
mask_30.h5,0,35,0,16349,0.0,,0.0,0.0,0.0,0.00213623046875,0,56,0,16328,0.0,,0.0,0.0,0.0,0.00341796875,0.0,0.0,,0.0,21,0,0.00128173828125
mask_31.h5,0,55,0,16329,0.0,,0.0,0.0,0.0,0.00335693359375,0,4,0,16380,0.0,,0.0,0.0,0.0,0.000244140625,0.0,0.0,,0.0,-51,0,-0.00311279296875
mask_32.h5,258,207,196,15723,0.5548387096774193,0.5682819383259912,0.5614798694232862,0.3903177004538578,0.0277099609375,0.02838134765625,250,84,204,15846,0.7485029940119761,0.5506607929515418,0.6345177664974619,0.4646840148698885,0.0277099609375,0.0203857421875,0.07303789707417574,0.19366428433455674,-0.017621145374449365,0.0743663144160307,-123,8,-0.00799560546875
mask_33.h5,0,123,0,16261,0.0,,0.0,0.0,0.0,0.00750732421875,0,70,0,16314,0.0,,0.0,0.0,0.0,0.0042724609375,0.0,0.0,,0.0,-53,0,-0.00323486328125
mask_34.h5,230,342,13,15799,0.4020979020979021,0.9465020576131687,0.5644171779141104,0.39316239316239315,0.01483154296875,0.034912109375,149,103,94,16038,0.5912698412698413,0.6131687242798354,0.602020202020202,0.430635838150289,0.01483154296875,0.015380859375,0.03760302410609162,0.1891719391719392,-0.33333333333333337,0.03747344498789584,-239,81,-0.01953125
mask_35.h5,290,124,58,15912,0.7004830917874396,0.8333333333333334,0.7611548556430446,0.614406779661017,0.021240234375,0.0252685546875,286,92,62,15944,0.7566137566137566,0.8218390804597702,0.7878787878787878,0.65,0.021240234375,0.0230712890625,0.02672393223574321,0.05613066482631701,-0.011494252873563204,0.035593220338983045,-32,4,-0.002197265625
mask_36.h5,138,44,2,16200,0.7582417582417582,0.9857142857142858,0.8571428571428571,0.75,0.008544921875,0.0111083984375,127,31,13,16213,0.8037974683544303,0.9071428571428571,0.8523489932885906,0.7426900584795322,0.008544921875,0.0096435546875,-0.0047938638542665,0.04555571011267212,-0.07857142857142863,-0.007309941520467822,-13,11,-0.00146484375
mask_37.h5,0,93,0,16291,0.0,,0.0,0.0,0.0,0.00567626953125,0,231,0,16153,0.0,,0.0,0.0,0.0,0.01409912109375,0.0,0.0,,0.0,138,0,0.0084228515625
mask_38.h5,215,155,36,15978,0.581081081081081,0.8565737051792829,0.6924315619967794,0.5295566502463054,0.01531982421875,0.0225830078125,191,62,60,16071,0.7549407114624506,0.7609561752988048,0.7579365079365079,0.610223642172524,0.01531982421875,0.01544189453125,0.06550494593972855,0.17385963038136953,-0.09561752988047811,0.08066699192621862,-93,24,-0.00714111328125
mask_39.h5,0,16,0,16368,0.0,,0.0,0.0,0.0,0.0009765625,0,0,0,16384,,,,,0.0,0.0,,,,,-16,0,-0.0009765625
