group_by,split,metric,count,min,p10,p25,median,p75,p90,max,mean,std
split+coverage_class,train,distance_to_positive_m,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
split+coverage_class,train,boundary_pixel_fraction,42,0.0010986328125,0.001440429687504,0.0019149780273449999,0.00257873535156,0.0030136108398475,0.0037033081054689996,0.00473022460938,0.002587817964099762,0.0008782254180958421
split+coverage_class,train,boundary_of_positive_fraction,42,0.0307033202428,0.036214401472319996,0.0471920956675,0.0670178686603,0.08419309126760001,0.10849044997387998,0.173359451518,0.07049109171016191,0.030827329477143478
split+coverage_class,train,positive_fraction,190,0.101440429688,0.1639251708987,0.25236892700225,0.45071411132850003,0.6686973571775,0.8183380126952999,0.899459838867,0.467719148334679,0.23639080470217455
split+coverage_class,train,ignore_fraction,190,0.0710906982422,0.11170806884790001,0.13232421875025,0.14102935790999999,0.16954040527300002,0.3554183959957,0.829376220703,0.19690768593239105,0.15395771296368863
split+coverage_class,train,ground_fraction,190,0.2001495361328125,0.207684326171875,0.21792221069335938,0.24395751953125,0.2690391540527344,0.28749237060546873,0.322601318359375,0.24569236353824014,0.03078953729400454
split+coverage_class,train,mean_slope_degrees,190,9.591263771057129,14.589023017883301,19.890137195587158,24.023971557617188,29.24462080001831,33.07784194946289,40.699806213378906,24.171265632227847,6.709690524709771
split+coverage_class,train,distance_to_positive_m,190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
split+coverage_class,train,boundary_pixel_fraction,190,0.00332641601562,0.0042724609375,0.00469970703125,0.005126953125,0.0061607360839849995,0.006909179687499999,0.0114593505859,0.005477423416940737,0.0012453245429869277
split+coverage_class,train,boundary_of_positive_fraction,190,0.00420732253155,0.0061974472015350005,0.0080414735296275,0.012724365153399999,0.021433469548475,0.031301887580559996,0.0559566787004,0.016158342035042208,0.01046614193024589
split+coverage_class,train,positive_fraction,22,0.905502319336,0.9081878662107999,0.91966247558575,0.9343338012694999,0.9473686218265001,0.9585418701168,0.977783203125,0.9349046186966817,0.020412336304571167
split+coverage_class,train,ignore_fraction,22,0.022216796875,0.04113464355466,0.0525245666504,0.06024932861325,0.07186126708985,0.0875152587891,0.0944976806641,0.06142425537109544,0.018997324274234926
split+coverage_class,train,ground_fraction,22,0.2000885009765625,0.21330413818359376,0.22216415405273438,0.23725128173828125,0.2568168640136719,0.2657928466796875,0.3007965087890625,0.23863289572975852,0.02380807897743622
split+coverage_class,train,mean_slope_degrees,22,12.304044723510742,14.113949394226074,17.27381134033203,21.68748378753662,27.665449142456055,30.769419097900393,37.95682144165039,22.213351423090156,6.728628837625101
split+coverage_class,train,distance_to_positive_m,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
split+coverage_class,train,boundary_pixel_fraction,22,0.00175476074219,0.0026107788085960003,0.002838134765625,0.00384521484375,0.00515747070312,0.009075927734380006,0.0115966796875,0.004575555974787273,0.0025490245900096926
