epoch,train_loss,validation_loss,validation_threshold,validation_tp,validation_fp,validation_fn,validation_tn,validation_dice,validation_iou,validation_precision,validation_recall,validation_specificity,validation_gt_positive_fraction,validation_predicted_positive_fraction
21,1.8118497972246967,1.8902578113324973,0.5,824014,1864953,7503057,48200552,0.1496026066721992,0.0808489069491987,0.30644258557282406,0.09895604348756003,0.9627497415635775,0.14260496060321093,0.04604980948263012
22,1.8079422557806666,1.8498381464470663,0.5,3894871,12957049,4432200,37108456,0.3093746687466547,0.18299422292300552,0.23112327853443407,0.4677360142599961,0.7411980764001083,0.14260496060321093,0.28859696136714363
23,1.8015709517273721,1.8471003901798095,0.5,3809238,11304435,4517833,38761070,0.32500999115045154,0.19403697301674155,0.2520391965606243,0.4574523262741485,0.7742071112635337,0.14260496060321093,0.25882867369988954
24,1.7944871335693553,1.8573155654385485,0.5,2061210,5598433,6265861,44467072,0.25786537496073303,0.1480169048100521,0.2691000089690864,0.24753121475726578,0.8881778382141556,0.14260496060321093,0.13117494593833298
25,1.784412524126753,1.9704123468142454,0.5,145180,257888,8181891,49807617,0.03325949334827315,0.016910971852049615,0.36018736292635484,0.017434701829731006,0.9948489883403753,0.14260496060321093,0.006902726812394781
26,1.7928211756597592,1.8492303664374246,0.5,5448769,17962608,2878302,32102897,0.3433544702626921,0.20725886383017458,0.23274021856980048,0.654344006433955,0.6412178804548161,0.14260496060321093,0.40093071078076775
27,1.7869510234156742,2.1492540977995493,0.5,1490741,3453277,6836330,46612228,0.22465993559383107,0.1265447336530296,0.30152418538929265,0.17902345254411786,0.9310248243775829,0.14260496060321093,0.08466860581728745
28,1.7699049429350262,1.847750803814875,0.5,2448777,6556085,5878294,43509420,0.2825740210281219,0.16453344976025247,0.2719394256125191,0.294074230903039,0.8690498577813207,0.14260496060321093,0.1542124464589471
29,1.7903274529493307,1.9100647659579735,0.5,506916,1104895,7820155,48960610,0.10200664420807089,0.053744468544521896,0.31450089371520606,0.06087566684612152,0.9779310125804184,0.14260496060321093,0.02760301241034477
30,1.7807153170621848,1.8403715464566321,0.5,4286742,14595031,4040329,35470474,0.3150991640806203,0.18701347721077238,0.22703069250964938,0.5147958988220468,0.7084812986506378,0.14260496060321093,0.32335913729854976
31,1.768055318729787,1.8462863094068964,0.5,4725870,17004793,3601201,33060712,0.31445284597967366,0.1865583203825822,0.21747472684105404,0.5675308881117983,0.6603491166223131,0.14260496060321093,0.37214770247505435
32,1.7782091926622994,1.9035650371436046,0.5,315273,926156,8011798,49139349,0.0658981031509641,0.03407168115512567,0.25395975122218023,0.03786121194355134,0.9815011153887292,0.14260496060321093,0.021260048537677118
33,1.7729737192769595,1.8501838680874607,0.5,1366654,3786900,6960417,46278605,0.20275825490286986,0.11281635064175075,0.2651867041657078,0.16412181426098085,0.9243610945300562,0.14260496060321093,0.08825700719214717
34,1.7761666033237795,1.9467441501104243,0.5,812496,5951319,7514575,44114186,0.1076803575350049,0.05690389462677515,0.12012392414635824,0.09757284404083981,0.8811293524353744,0.14260496060321093,0.11583347513218119
35,1.7682020605063136,1.8876278421803976,0.5,886102,2263193,7440969,47802312,0.15442205311332874,0.08367137967476543,0.2813651944324047,0.10641220664504962,0.9547953625954637,0.14260496060321093,0.05393314040469802
36,1.7628833583940433,1.906432621414886,0.5,1065706,3757983,7261365,46307522,0.16207519565409148,0.08818380124739203,0.22093173917306858,0.127980895083037,0.9249386778381642,0.14260496060321093,0.08260791577340243
37,1.7360179265843163,1.8648739529297491,0.5,3725948,13371188,4601123,36694317,0.29310239646805897,0.1717164496930376,0.2179281956931266,0.4474500097333144,0.7329261334725377,0.14260496060321093,0.29279639932309204
38,1.7514399960674818,1.8822401387809102,0.5,2434321,6972824,5892750,43092681,0.27453381643710667,0.15910703962347453,0.2587736236658412,0.2923382063152818,0.860725982889816,0.14260496060321093,0.16110172978153936
39,1.7612196717986577,1.9297660388754088,0.5,147683,271803,8179388,49793702,0.03376940206300605,0.01717469054669251,0.35205704123617954,0.017735287714011325,0.9945710524641667,0.14260496060321093,0.007183892692112093
40,1.7472642307945445,2.07907315273456,0.5,654576,1735764,7672495,48329741,0.12215188910829304,0.06504886545392029,0.273842214915033,0.07860819248448825,0.9653301409822991,0.14260496060321093,0.04093568333070286
41,1.7383617860154261,2.0661778679877654,0.5,372474,1266352,7954597,48799153,0.07474971896659177,0.03882597483713582,0.22728099261300466,0.04473049407168499,0.9747060975416107,0.14260496060321093,0.028065656839664003
42,1.7410174147388604,1.8755396406746765,0.5,2426434,7521436,5900637,42544069,0.26554766989398215,0.15310174011974756,0.2439149285223872,0.291391054549673,0.8497680988137442,0.14260496060321093,0.1703618966904286
43,1.738812495817112,1.8600686021449855,0.5,2812722,7750587,5514349,42314918,0.29779411531160305,0.1749460027076083,0.26627281280894083,0.3377804752715571,0.8451910751724167,0.14260496060321093,0.18090157557015468
44,1.7167083153543592,2.121485109286458,0.5,105048,237882,8222023,49827623,0.024232523156571723,0.012264865901774358,0.306324905957484,0.012615240100630823,0.9952485848290155,0.14260496060321093,0.005872835615267256
45,1.7295962992800942,1.8931714250902425,0.5,1134106,2729575,7192965,47335930,0.18606005601623263,0.10257233522715659,0.2935299265130843,0.13619506786960264,0.9454799267479674,0.14260496060321093,0.06616733264173856
46,1.7321538509598262,1.8838285835869109,0.5,1298284,2183536,7028787,47881969,0.2198824597500307,0.12352131518189197,0.37287510554824776,0.15591124418177774,0.956386418153577,0.14260496060321093,0.05962778555958895
47,1.7248485098911237,1.960821351395594,0.5,1796362,4255894,6530709,45809611,0.2498534180354894,0.14276142387744065,0.2968086611009184,0.21572555343889827,0.9149934870326385,0.14260496060321093,0.1036476965838945
48,1.7254310322109656,2.082341257232187,0.5,162884,595573,8164187,49469932,0.03585570370813892,0.0182551270677167,0.21475706599055713,0.019560779534604663,0.9881041247861178,0.14260496060321093,0.012988928592566288
49,1.7313980449302286,1.8535478633615468,0.5,2557442,6031775,5769629,44033730,0.3023644430740361,0.17810916002581265,0.2977503071583824,0.3071238374213454,0.8795223377852676,0.14260496060321093,0.14709433267681152
50,1.706557835536667,1.8171914294696174,0.5,4926794,15845404,3400277,34220101,0.3386197776995704,0.2038183512445457,0.237182121988246,0.5916599005820894,0.6835065580582879,0.14260496060321093,0.35573354393544826
