epoch,train_loss,validation_loss,validation_threshold,validation_tp,validation_fp,validation_fn,validation_tn,validation_dice,validation_iou,validation_precision,validation_recall,validation_specificity,validation_gt_positive_fraction,validation_predicted_positive_fraction
22,1.740030131400386,1.7339336698365317,0.5,6086892,17762888,2240179,32302617,0.37833981951807527,0.2333040078752136,0.2552179516959905,0.730976354110587,0.6452070542382424,0.14260496060321093,0.40843856588892397
23,1.7200622707379014,1.753040494940206,0.5,5832830,15794249,2494241,34271256,0.38945054358077263,0.2418122225483514,0.2697003141293376,0.700465986179294,0.6845283194486903,0.14260496060321093,0.37037377833784896
24,1.710157068500036,1.8105093553461835,0.5,6293939,21525092,2033132,28540413,0.3482499440741909,0.21083695007293107,0.22624580273842032,0.7558406791535703,0.570061422530343,0.14260496060321093,0.4764138338407951
25,1.7078396284731128,1.806535635561152,0.5,2115728,4310163,6211343,45755342,0.2868207753805643,0.16742018071359602,0.3292505272809638,0.25407829475694393,0.9139095271285089,0.14260496060321093,0.11004636959328529
26,1.6996935265879087,1.8323112497682528,0.5,7240542,28731528,1086529,21333977,0.32689311063616333,0.19538088852198648,0.20128232820630004,0.8695184657366317,0.4261212785130201,0.14260496060321093,0.6160384155684449
27,1.7127245162710358,1.7681368163081028,0.5,6314257,20079195,2012814,29986310,0.36371900273506824,0.22228394960464004,0.23923573922804792,0.7582806727599657,0.5989415267058626,0.14260496060321093,0.45200013097555414
28,1.693592299992525,1.7895198969563026,0.5,5051568,14368117,3275503,35697388,0.36411953887510307,0.22258321896253955,0.260126155496343,0.6066440408638284,0.7130136408291498,0.14260496060321093,0.33257113027519114
29,1.6855713384664512,1.8677525873141438,0.5,1971910,4861813,6355161,45203692,0.26013281362440516,0.14951302930558794,0.28855574040680315,0.23680715584147174,0.9028909625499633,0.14260496060321093,0.11703068211959
30,1.674597924510135,1.7848990118557027,0.5,6198256,21077042,2128815,28988463,0.34819345869933543,0.21079554414717425,0.22724796627336574,0.7443500842012756,0.5790106980844396,0.14260496060321093,0.4671021535340383
31,1.6664893143690085,1.8370740501869955,0.5,6481230,22272669,1845841,27792836,0.3495717614722592,0.21180670162556936,0.22540351831937644,0.778332501308083,0.5551294449142179,0.14260496060321093,0.4924238827894834
32,1.6650146860110608,1.7828606805459266,0.5,5137226,14697160,3189845,35368345,0.36484092424621356,0.22312258767730397,0.25900605140991007,0.6169307311058114,0.706441391133476,0.14260496060321093,0.33967307761863424
33,1.675279819995542,1.8375136753368806,0.5,7341469,28274735,985602,21790770,0.33413390331057485,0.20057668739078066,0.20612721670170128,0.8816388139358965,0.43524518528276107,0.14260496060321093,0.6099440449416035
34,1.66234124099152,1.7790597511513886,0.5,6209652,20266417,2117419,29799088,0.35684435369912026,0.2171701472726937,0.23453829191939332,0.7457186326380548,0.5952019858783009,0.14260496060321093,0.45341498549404635
35,1.6566695204264001,1.7429268707608963,0.5,5904360,16233543,2422711,33831962,0.387616283539254,0.2403995274710966,0.2667081882145748,0.7090560414340168,0.6757539347700577,0.14260496060321093,0.37912187672624686
36,1.6589508697654627,1.756854737687004,0.5,7120200,24399250,1206871,25666255,0.35738126297149003,0.21756799366479354,0.22589861180953347,0.8550665654225837,0.5126534726854348,0.14260496060321093,0.5397852288619704
37,1.6313720933696891,1.802890717448675,0.5,4981274,15823974,3345797,34241531,0.341975796708803,0.20625500884123232,0.2394239184267354,0.5982024171524417,0.6839345972840981,0.14260496060321093,0.3562995405443322
38,1.634928980024555,1.7675852155471596,0.5,6713465,21520890,1613606,28544615,0.36724306103377913,0.2249220641905824,0.23777646062748733,0.8062216594526455,0.5701453525735933,0.14260496060321093,0.4835264503487567
39,1.637954312457314,1.7373727998391395,0.5,4654128,10804597,3672943,39260908,0.3913367456779668,0.2432682816783147,0.3010680376292353,0.5589153737250468,0.7841907916438674,0.14260496060321093,0.26473784955128543
40,1.624456714618055,1.7524561852617648,0.5,5392678,15470872,2934393,34594633,0.36948018337807886,0.22660269419083826,0.25847365381251036,0.647608024478235,0.6909873974106523,0.14260496060321093,0.35729798938824003
41,1.6277337778067287,1.870583521544666,0.5,2906468,5861664,5420603,44203841,0.3400331660290902,0.20484334931901962,0.3314808673044612,0.3490384554184779,0.8829201063686465,0.14260496060321093,0.1501583351965839
42,1.6146546549133107,1.7926091436847977,0.5,7151006,25678426,1176065,24387079,0.34750309082382436,0.21028970698472663,0.21782301929561254,0.8587660655229191,0.487103425801857,0.14260496060321093,0.5622192793823653
43,1.6006550919556919,1.8331659474982274,0.5,6436666,19972388,1890405,30093117,0.3706035719297993,0.22744837630994996,0.2437295179145758,0.7729807996112918,0.6010748718104412,0.14260496060321093,0.4522673224760627
44,1.5996677210662937,1.7789103164266578,0.5,5427592,13463127,2899479,36602378,0.3988267967384567,0.24908410653267124,0.28731526841302335,0.6518008553067459,0.7310897593063328,0.14260496060321093,0.32351234170590454
45,1.5941179582137095,1.7454331948885469,0.5,7037901,23413820,1289170,26651685,0.36297680443475394,0.22172978698046,0.23111669123725387,0.8451832583149586,0.5323362862314083,0.14260496060321093,0.5214998735455685
46,1.5688791277740575,1.751125683966239,0.5,6104525,17018261,2222546,33047244,0.3882068525780578,0.24085401603735157,0.26400473541553343,0.733093905408036,0.6600801090491347,0.14260496060321093,0.3959884557927364
47,1.5759686451320407,1.7682405004586874,0.5,5026080,11680001,3300991,38385504,0.4015539073944823,0.25121517031577634,0.300853324008186,0.6035831806886239,0.7667056189685892,0.14260496060321093,0.2860994007183379
48,1.5699563847463343,1.8346129912431999,0.5,2600092,4935542,5726979,45129963,0.3278245419050534,0.19604673679311913,0.34503958127478057,0.31224568638840716,0.9014183118696196,0.14260496060321093,0.12905123418429082
49,1.557848765367194,1.7844794901764447,0.5,5023619,13648803,3303452,36416702,0.37212691364241546,0.22859700597118457,0.2690394957868883,0.6032876385946511,0.7273810980234794,0.14260496060321093,0.3197739041346626
50,1.5455980601190011,1.7504376873307164,0.5,7125057,23331896,1202014,26733609,0.3674222664466173,0.22505652190104625,0.2339386018030103,0.8556498437445772,0.5339726224673056,0.14260496060321093,0.5215894739769659
